date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:41:32	99021/99021	---M-Z	200	added ('OK')	application/javascript	etag:%22080f1472776d4d1a972a14cea4433aeb+gzip%22	https://platform.twitter.com/widgets.js	C:/Users/Acer/Desktop/Web%20Development/assingment_game/platform.twitter.com/widgets.js	(from https://forum.bc.game/)
22:41:32	54096/54096	---MCZ	200	added ('OK')	text/html	date:Sun,%2021%20Aug%202022%2017:11:32%20GMT	https://forum.bc.game/forum/89-site-forum-updates/	C:/Users/Acer/Desktop/Web%20Development/assingment_game/forum.bc.game/forum/89-site-forum-updates/index.html	(from https://forum.bc.game/)
22:41:33	145997/145997	---MCZ	200	added ('OK')	text/html	date:Sun,%2021%20Aug%202022%2017:11:32%20GMT	https://forum.bc.game/forum/13-official-announcements/	C:/Users/Acer/Desktop/Web%20Development/assingment_game/forum.bc.game/forum/13-official-announcements/index.html	(from https://forum.bc.game/)
22:41:37	41816/41816	---MCZ	200	added ('OK')	text/html	date:Sun,%2021%20Aug%202022%2017:11:35%20GMT	https://forum.bc.game/forum/90-cointoken-listings/	C:/Users/Acer/Desktop/Web%20Development/assingment_game/forum.bc.game/forum/90-cointoken-listings/index.html	(from https://forum.bc.game/)
22:41:37	122185/122185	---MCZ	200	added ('OK')	text/html	date:Sun,%2021%20Aug%202022%2017:11:33%20GMT	https://twitter.com/bcgamewin	C:/Users/Acer/Desktop/Web%20Development/assingment_game/twitter.com/bcgamewin.html	(from https://forum.bc.game/)
22:41:37	77675/77675	---MCZ	200	added ('OK')	text/html	date:Sun,%2021%20Aug%202022%2017:11:36%20GMT	https://forum.bc.game/profile/34411-simons/	C:/Users/Acer/Desktop/Web%20Development/assingment_game/forum.bc.game/profile/34411-simons/index.html	(from https://forum.bc.game/)
22:41:43	132002/132002	---MCZ	200	added ('OK')	text/html	date:Sun,%2021%20Aug%202022%2017:11:41%20GMT	https://forum.bc.game/forum/2-introduce-yourself/	C:/Users/Acer/Desktop/Web%20Development/assingment_game/forum.bc.game/forum/2-introduce-yourself/index.html	(from https://forum.bc.game/)
22:41:43	56375/56375	---MCZ	200	added ('OK')	text/html	date:Sun,%2021%20Aug%202022%2017:11:40%20GMT	https://forum.bc.game/profile/135261-sana_1/	C:/Users/Acer/Desktop/Web%20Development/assingment_game/forum.bc.game/profile/135261-sana_1/index.html	(from https://forum.bc.game/)
22:41:44	414169/414169	---MCZ	200	added ('OK')	text/html	date:Sun,%2021%20Aug%202022%2017:11:37%20GMT	https://www.facebook.com/bcgamewin	C:/Users/Acer/Desktop/Web%20Development/assingment_game/www.facebook.com/bcgamewin.html	(from https://forum.bc.game/)
22:41:44	398702/398702	---MCZ	200	added ('OK')	application/javascript	etag:W/%2262fb4a93-6156e%22	https://forum.bc.game/uploads/javascript_global/root_library.js?v=cbffd167e61660850932	C:/Users/Acer/Desktop/Web%20Development/assingment_game/forum.bc.game/uploads/javascript_global/root_library6df1.js	(from https://forum.bc.game/)
22:41:44	98687/98687	---MCZ	200	added ('OK')	application/javascript	etag:W/%2262fb4a93-1817f%22	https://forum.bc.game/uploads/javascript_global/root_js_lang_1.js?v=cbffd167e61660850932	C:/Users/Acer/Desktop/Web%20Development/assingment_game/forum.bc.game/uploads/javascript_global/root_js_lang_16df1.js	(from https://forum.bc.game/)
22:41:47	440542/440542	---MCZ	200	added ('OK')	application/javascript	etag:W/%2262fb4a93-6b8de%22	https://forum.bc.game/uploads/javascript_global/root_framework.js?v=cbffd167e61660850932	C:/Users/Acer/Desktop/Web%20Development/assingment_game/forum.bc.game/uploads/javascript_global/root_framework6df1.js	(from https://forum.bc.game/)
22:41:47	13958/13958	---MCZ	-1	error ('Error%20when%20decompressing')	text/html	date:Sun,%2021%20Aug%202022%2017:11:47%20GMT	https://forum.bc.game/topic/11068-hello-%f0%9f%91%8b-im-sana-%f0%9f%a4%97/	C:/Users/Acer/Desktop/Web%20Development/assingment_game/forum.bc.game/topic/11068-hello-%f0%9f%91%8b-im-sana-%f0%9f%a4%97/index.html	(from https://forum.bc.game/)
22:41:49	37225/37225	---MCZ	200	added ('OK')	application/javascript	etag:W/%2262fb4a93-9169%22	https://forum.bc.game/uploads/javascript_core/global_global_core.js?v=cbffd167e61660850932	C:/Users/Acer/Desktop/Web%20Development/assingment_game/forum.bc.game/uploads/javascript_core/global_global_core6df1.js	(from https://forum.bc.game/)
22:41:49	143451/143451	---MCZ	200	added ('OK')	text/html	date:Sun,%2021%20Aug%202022%2017:11:49%20GMT	https://forum.bc.game/forum/28-education-strategy/	C:/Users/Acer/Desktop/Web%20Development/assingment_game/forum.bc.game/forum/28-education-strategy/index.html	(from https://forum.bc.game/)
22:41:52	104275/104275	---MCZ	200	added ('OK')	application/javascript	etag:W/%2262fb4a94-19753%22	https://forum.bc.game/uploads/javascript_global/root_front.js?v=cbffd167e61660850932	C:/Users/Acer/Desktop/Web%20Development/assingment_game/forum.bc.game/uploads/javascript_global/root_front6df1.js	(from https://forum.bc.game/)
22:41:52	496055/496055	---MCZ	200	added ('OK')	text/html	date:Sun,%2021%20Aug%202022%2017:11:50%20GMT	https://forum.bc.game/topic/6819-bcgame-is-hiring-mods/	C:/Users/Acer/Desktop/Web%20Development/assingment_game/forum.bc.game/topic/6819-bcgame-is-hiring-mods/index.html	(from https://forum.bc.game/)
22:41:52	131586/131586	---MCZ	200	added ('OK')	text/html	date:Sun,%2021%20Aug%202022%2017:11:51%20GMT	https://forum.bc.game/forum/29-scripts/	C:/Users/Acer/Desktop/Web%20Development/assingment_game/forum.bc.game/forum/29-scripts/index.html	(from https://forum.bc.game/)
22:41:53	37745/37745	---MCZ	200	added ('OK')	application/javascript	etag:W/%2262fb4a94-9371%22	https://forum.bc.game/uploads/javascript_core/front_front_core.js?v=cbffd167e61660850932	C:/Users/Acer/Desktop/Web%20Development/assingment_game/forum.bc.game/uploads/javascript_core/front_front_core6df1.js	(from https://forum.bc.game/)
22:41:53	7449/7449	---MCZ	200	added ('OK')	application/javascript	etag:W/%2262fb4ab5-1d19%22	https://forum.bc.game/uploads/javascript_forums/front_front_forum.js?v=cbffd167e61660850932	C:/Users/Acer/Desktop/Web%20Development/assingment_game/forum.bc.game/uploads/javascript_forums/front_front_forum6df1.js	(from https://forum.bc.game/)
22:41:54	41941/41941	---MCZ	200	added ('OK')	text/html	date:Sun,%2021%20Aug%202022%2017:11:52%20GMT	https://forum.bc.game/profile/110942-yujiroursu/	C:/Users/Acer/Desktop/Web%20Development/assingment_game/forum.bc.game/profile/110942-yujiroursu/index.html	(from https://forum.bc.game/)
22:41:56	44754/44754	---MCZ	200	added ('OK')	application/javascript	etag:W/%2262fb4ab5-aed2%22	https://forum.bc.game/uploads/javascript_core/front_front_streams.js?v=cbffd167e61660850932	C:/Users/Acer/Desktop/Web%20Development/assingment_game/forum.bc.game/uploads/javascript_core/front_front_streams6df1.js	(from https://forum.bc.game/)
22:41:56	61030/61030	---MCZ	200	added ('OK')	text/html	date:Sun,%2021%20Aug%202022%2017:11:56%20GMT	https://forum.bc.game/topic/11069-does-anyone-know-how-to-have-a-tie-in-a-game-meaning-no-or-to-your-money-balance/	C:/Users/Acer/Desktop/Web%20Development/assingment_game/forum.bc.game/topic/11069-does-anyone-know-how-to-have-a-tie-in-a-game-meaning-no-or-to-your-money-balance/index.html	(from https://forum.bc.game/)
22:41:57	3830/3830	---MCZ	200	added ('OK')	application/javascript	etag:W/%2262fb4ab5-ef6%22	https://forum.bc.game/uploads/javascript_core/front_front_statuses.js?v=cbffd167e61660850932	C:/Users/Acer/Desktop/Web%20Development/assingment_game/forum.bc.game/uploads/javascript_core/front_front_statuses6df1.js	(from https://forum.bc.game/)
22:41:57	87073/87073	---MCZ	200	added ('OK')	text/html	date:Sun,%2021%20Aug%202022%2017:11:56%20GMT	https://forum.bc.game/forum/16-game-specific-discussion/	C:/Users/Acer/Desktop/Web%20Development/assingment_game/forum.bc.game/forum/16-game-specific-discussion/index.html	(from https://forum.bc.game/)
22:41:58	1156/1156	---MCZ	200	added ('OK')	application/javascript	etag:W/%2262fe92f4-484%22	https://forum.bc.game/uploads/javascript_global/root_map.js?v=cbffd167e61660850932	C:/Users/Acer/Desktop/Web%20Development/assingment_game/forum.bc.game/uploads/javascript_global/root_map6df1.js	(from https://forum.bc.game/)
22:42:01	147069/147069	---MCZ	200	added ('OK')	text/html	date:Sun,%2021%20Aug%202022%2017:11:58%20GMT	https://forum.bc.game/forum/34-crash/	C:/Users/Acer/Desktop/Web%20Development/assingment_game/forum.bc.game/forum/34-crash/index.html	(from https://forum.bc.game/)
22:42:03	101592/101592	---MCZ	200	added ('OK')	text/html	date:Sun,%2021%20Aug%202022%2017:12:00%20GMT	https://forum.bc.game/forum/82-baccarat/	C:/Users/Acer/Desktop/Web%20Development/assingment_game/forum.bc.game/forum/82-baccarat/index.html	(from https://forum.bc.game/)
22:42:04	96722/96722	---MCZ	200	added ('OK')	text/html	date:Sun,%2021%20Aug%202022%2017:12:01%20GMT	https://forum.bc.game/forum/67-keno/	C:/Users/Acer/Desktop/Web%20Development/assingment_game/forum.bc.game/forum/67-keno/index.html	(from https://forum.bc.game/)
22:42:05	78433/78433	---MCZ	200	added ('OK')	text/html	date:Sun,%2021%20Aug%202022%2017:12:02%20GMT	https://forum.bc.game/forum/83-keno-single/	C:/Users/Acer/Desktop/Web%20Development/assingment_game/forum.bc.game/forum/83-keno-single/index.html	(from https://forum.bc.game/)
22:42:06	77221/77221	---MCZ	200	added ('OK')	text/html	date:Sun,%2021%20Aug%202022%2017:12:04%20GMT	https://forum.bc.game/forum/39-hash-dice/	C:/Users/Acer/Desktop/Web%20Development/assingment_game/forum.bc.game/forum/39-hash-dice/index.html	(from https://forum.bc.game/)
22:42:11	110406/110406	---MCZ	200	added ('OK')	text/html	date:Sun,%2021%20Aug%202022%2017:12:08%20GMT	https://forum.bc.game/forum/65-classic-dice/	C:/Users/Acer/Desktop/Web%20Development/assingment_game/forum.bc.game/forum/65-classic-dice/index.html	(from https://forum.bc.game/)
22:42:11	124678/124678	---MCZ	200	added ('OK')	text/html	date:Sun,%2021%20Aug%202022%2017:12:08%20GMT	https://forum.bc.game/forum/66-limbo/	C:/Users/Acer/Desktop/Web%20Development/assingment_game/forum.bc.game/forum/66-limbo/index.html	(from https://forum.bc.game/)
22:42:12	88364/88364	---MCZ	200	added ('OK')	text/html	date:Sun,%2021%20Aug%202022%2017:12:10%20GMT	https://forum.bc.game/forum/35-plinko/	C:/Users/Acer/Desktop/Web%20Development/assingment_game/forum.bc.game/forum/35-plinko/index.html	(from https://forum.bc.game/)
22:42:12	101333/101333	---MCZ	200	added ('OK')	text/html	date:Sun,%2021%20Aug%202022%2017:12:09%20GMT	https://forum.bc.game/forum/74-hilo/	C:/Users/Acer/Desktop/Web%20Development/assingment_game/forum.bc.game/forum/74-hilo/index.html	(from https://forum.bc.game/)
22:42:17	109065/109065	---MCZ	200	added ('OK')	text/html	date:Sun,%2021%20Aug%202022%2017:12:15%20GMT	https://forum.bc.game/forum/38-wheel/	C:/Users/Acer/Desktop/Web%20Development/assingment_game/forum.bc.game/forum/38-wheel/index.html	(from https://forum.bc.game/)
22:42:18	90172/90172	---MCZ	200	added ('OK')	text/html	date:Sun,%2021%20Aug%202022%2017:12:16%20GMT	https://forum.bc.game/forum/36-blackjack/	C:/Users/Acer/Desktop/Web%20Development/assingment_game/forum.bc.game/forum/36-blackjack/index.html	(from https://forum.bc.game/)
22:42:20	94903/94903	---MCZ	200	added ('OK')	text/html	date:Sun,%2021%20Aug%202022%2017:12:16%20GMT	https://forum.bc.game/forum/37-video-poker/	C:/Users/Acer/Desktop/Web%20Development/assingment_game/forum.bc.game/forum/37-video-poker/index.html	(from https://forum.bc.game/)
22:42:23	69904/69904	---MCZ	200	added ('OK')	text/html	date:Sun,%2021%20Aug%202022%2017:12:21%20GMT	https://forum.bc.game/forum/40-speed-roulette/	C:/Users/Acer/Desktop/Web%20Development/assingment_game/forum.bc.game/forum/40-speed-roulette/index.html	(from https://forum.bc.game/)
22:42:26	85679/85679	---MCZ	200	added ('OK')	text/html	date:Sun,%2021%20Aug%202022%2017:12:23%20GMT	https://forum.bc.game/forum/64-oriental-beauties-5-reel-slots/	C:/Users/Acer/Desktop/Web%20Development/assingment_game/forum.bc.game/forum/64-oriental-beauties-5-reel-slots/index.html	(from https://forum.bc.game/)
22:42:26	134163/134163	---MCZ	200	added ('OK')	text/html	date:Sun,%2021%20Aug%202022%2017:12:23%20GMT	https://forum.bc.game/forum/41-cave-of-plunder-slots/	C:/Users/Acer/Desktop/Web%20Development/assingment_game/forum.bc.game/forum/41-cave-of-plunder-slots/index.html	(from https://forum.bc.game/)
22:42:28	153/153	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2021%20Aug%202022%2017:12:12%20GMT	https://t.me/robots.txt		(from https://bc.game/)
22:42:30	73733/73733	---MCZ	200	added ('OK')	text/html	date:Sun,%2021%20Aug%202022%2017:12:27%20GMT	https://forum.bc.game/forum/78-saviour-sword-slots/	C:/Users/Acer/Desktop/Web%20Development/assingment_game/forum.bc.game/forum/78-saviour-sword-slots/index.html	(from https://forum.bc.game/)
22:42:30	52319/52319	---MCZ	200	added ('OK')	text/html	date:Sun,%2021%20Aug%202022%2017:12:30%20GMT	https://forum.bc.game/forum/99-egyptian-adventure/	C:/Users/Acer/Desktop/Web%20Development/assingment_game/forum.bc.game/forum/99-egyptian-adventure/index.html	(from https://forum.bc.game/)
22:42:31	5644/5644	---M--	200	added ('OK')	image/png	etag:%2262616083-160c%22	http://telegram.org/img/apple-touch-icon.png	C:/Users/Acer/Desktop/Web%20Development/assingment_game/telegram.org/img/apple-touch-icon.png	(from https://t.me/bcgamewin)
22:42:31	61024/61024	---MCZ	200	added ('OK')	text/html	date:Sun,%2021%20Aug%202022%2017:12:30%20GMT	https://forum.bc.game/forum/91-mines/	C:/Users/Acer/Desktop/Web%20Development/assingment_game/forum.bc.game/forum/91-mines/index.html	(from https://forum.bc.game/)
22:42:31	1043/1043	---M--	200	added ('OK')	image/png	etag:%2262616083-413%22	http://telegram.org/img/favicon-32x32.png	C:/Users/Acer/Desktop/Web%20Development/assingment_game/telegram.org/img/favicon-32x32.png	(from https://t.me/bcgamewin)
22:42:32	535/535	---M--	200	added ('OK')	image/png	etag:%2262616083-217%22	http://telegram.org/img/favicon-16x16.png	C:/Users/Acer/Desktop/Web%20Development/assingment_game/telegram.org/img/favicon-16x16.png	(from https://t.me/bcgamewin)
22:42:32	47321/47321	---MCZ	200	added ('OK')	text/html	date:Sun,%2021%20Aug%202022%2017:12:32%20GMT	https://forum.bc.game/forum/97-tower-legend/	C:/Users/Acer/Desktop/Web%20Development/assingment_game/forum.bc.game/forum/97-tower-legend/index.html	(from https://forum.bc.game/)
22:42:33	42523/42523	---MCZ	200	added ('OK')	text/css	etag:W/%225a05e7c6-a61b%22	http://telegram.org/css/bootstrap.min.css?3	C:/Users/Acer/Desktop/Web%20Development/assingment_game/telegram.org/css/bootstrap.mineccb.css	(from https://t.me/bcgamewin)
22:42:34	48939/48939	---MCZ	200	added ('OK')	text/html	date:Sun,%2021%20Aug%202022%2017:12:33%20GMT	https://forum.bc.game/forum/98-ring-of-fortune/	C:/Users/Acer/Desktop/Web%20Development/assingment_game/forum.bc.game/forum/98-ring-of-fortune/index.html	(from https://forum.bc.game/)
22:42:36	117322/117322	---MCZ	200	added ('OK')	text/css	etag:W/%2262aca15d-1ca4a%22	http://telegram.org/css/telegram.css?231	C:/Users/Acer/Desktop/Web%20Development/assingment_game/telegram.org/css/telegram9b04.css	(from https://t.me/bcgamewin)
22:42:36	44615/44615	---MCZ	200	added ('OK')	text/html	date:Sun,%2021%20Aug%202022%2017:12:35%20GMT	https://forum.bc.game/profile/134754-g1gq/	C:/Users/Acer/Desktop/Web%20Development/assingment_game/forum.bc.game/profile/134754-g1gq/index.html	(from https://forum.bc.game/)
22:42:36	57104/57104	---MCZ	200	added ('OK')	text/html	date:Sun,%2021%20Aug%202022%2017:12:36%20GMT	https://forum.bc.game/topic/11050-crash/	C:/Users/Acer/Desktop/Web%20Development/assingment_game/forum.bc.game/topic/11050-crash/index.html	(from https://forum.bc.game/)
22:42:37	119987/119987	---M-Z	200	added ('OK')	text/html	date:Sun,%2021%20Aug%202022%2017:12:36%20GMT	https://t.me/s/bcgamewin	C:/Users/Acer/Desktop/Web%20Development/assingment_game/t.me/s/bcgamewin.html	(from https://t.me/bcgamewin)
22:42:38	143055/143055	---MCZ	200	added ('OK')	text/html	date:Sun,%2021%20Aug%202022%2017:12:38%20GMT	https://forum.bc.game/forum/96-sports-discussion/	C:/Users/Acer/Desktop/Web%20Development/assingment_game/forum.bc.game/forum/96-sports-discussion/index.html	(from https://forum.bc.game/)
22:42:39	2979/2979	---MCZ	200	added ('OK')	application/javascript	etag:W/%2262211da5-ba3%22	http://telegram.org/js/tgwallpaper.min.js?3	C:/Users/Acer/Desktop/Web%20Development/assingment_game/telegram.org/js/tgwallpaper.mineccb.js	(from https://t.me/bcgamewin)
22:42:43	105172/105172	---MCZ	200	added ('OK')	text/html	date:Sun,%2021%20Aug%202022%2017:12:40%20GMT	https://forum.bc.game/profile/78304-allykay/	C:/Users/Acer/Desktop/Web%20Development/assingment_game/forum.bc.game/profile/78304-allykay/index.html	(from https://forum.bc.game/)
22:42:44	78026/78026	---MCZ	200	added ('OK')	text/html	date:Sun,%2021%20Aug%202022%2017:12:40%20GMT	https://forum.bc.game/topic/9738-bonjour/	C:/Users/Acer/Desktop/Web%20Development/assingment_game/forum.bc.game/topic/9738-bonjour/index.html	(from https://forum.bc.game/)
22:42:45	133935/133935	---MCZ	200	added ('OK')	text/html	date:Sun,%2021%20Aug%202022%2017:12:42%20GMT	https://forum.bc.game/forum/100-nft-chatter/	C:/Users/Acer/Desktop/Web%20Development/assingment_game/forum.bc.game/forum/100-nft-chatter/index.html	(from https://forum.bc.game/)
22:42:47	202/202	---MCZ	200	added ('OK')	text/plain	etag:W/%222f301355760e36a48c5e977b907f7d71%22	https://medium.com/robots.txt		(from https://bc.game/)
22:42:47	106235/106235	---MCZ	200	added ('OK')	text/html	date:Sun,%2021%20Aug%202022%2017:12:44%20GMT	https://forum.bc.game/profile/120102-lilgift/	C:/Users/Acer/Desktop/Web%20Development/assingment_game/forum.bc.game/profile/120102-lilgift/index.html	(from https://forum.bc.game/)
22:42:48	55849/55849	---MCZ	200	added ('OK')	text/html	date:Sun,%2021%20Aug%202022%2017:12:47%20GMT	https://forum.bc.game/topic/11044-popular/	C:/Users/Acer/Desktop/Web%20Development/assingment_game/forum.bc.game/topic/11044-popular/index.html	(from https://forum.bc.game/)
22:42:48	691/691	---M--	200	added ('OK')	image/png	etag:%2216.3%22	https://miro.medium.com/1*m-R_BkNf1Qjr1YbyOIJY2w.png	C:/Users/Acer/Desktop/Web%20Development/assingment_game/miro.medium.com/1_m-R_BkNf1Qjr1YbyOIJY2w.png	(from https://medium.com/@BC.Game)
22:42:49	131586/131586	---MCZ	200	added ('OK')	text/html	date:Sun,%2021%20Aug%202022%2017:12:48%20GMT	https://forum.bc.game/forum/58-show-off-your-wins/	C:/Users/Acer/Desktop/Web%20Development/assingment_game/forum.bc.game/forum/58-show-off-your-wins/index.html	(from https://forum.bc.game/)
22:42:49	659/659	---M--	200	added ('OK')	application/opensearchdescription+xml	date:Sun,%2021%20Aug%202022%2017:12:49%20GMT	https://medium.com/osd.xml	C:/Users/Acer/Desktop/Web%20Development/assingment_game/medium.com/osd.xml	(from https://medium.com/@BC.Game)
22:42:52	91001/91001	---MCZ	200	added ('OK')	text/html	date:Sun,%2021%20Aug%202022%2017:12:51%20GMT	https://forum.bc.game/topic/10230-min-bcgame-bonus/	C:/Users/Acer/Desktop/Web%20Development/assingment_game/forum.bc.game/topic/10230-min-bcgame-bonus/index.html	(from https://forum.bc.game/)
22:42:52	2486/2486	---M--	200	added ('OK')	image/png	etag:%2216.3%22	https://miro.medium.com/fit/c/152/152/1*sHhtYhaCe2Uc3IU0IgKwIQ.png	C:/Users/Acer/Desktop/Web%20Development/assingment_game/miro.medium.com/fit/c/152/152/1_sHhtYhaCe2Uc3IU0IgKwIQ.png	(from https://medium.com/@BC.Game)
22:42:52	105749/105749	---MCZ	200	added ('OK')	text/html	date:Sun,%2021%20Aug%202022%2017:12:52%20GMT	https://forum.bc.game/profile/29252-cth/	C:/Users/Acer/Desktop/Web%20Development/assingment_game/forum.bc.game/profile/29252-cth/index.html	(from https://forum.bc.game/)
22:42:52	1738/1738	---M--	200	added ('OK')	image/png	etag:%2216.3%22	https://miro.medium.com/fit/c/120/120/1*sHhtYhaCe2Uc3IU0IgKwIQ.png	C:/Users/Acer/Desktop/Web%20Development/assingment_game/miro.medium.com/fit/c/120/120/1_sHhtYhaCe2Uc3IU0IgKwIQ.png	(from https://medium.com/@BC.Game)
22:42:53	1183/1183	---M--	200	added ('OK')	image/png	etag:%2216.3%22	https://miro.medium.com/fit/c/76/76/1*sHhtYhaCe2Uc3IU0IgKwIQ.png	C:/Users/Acer/Desktop/Web%20Development/assingment_game/miro.medium.com/fit/c/76/76/1_sHhtYhaCe2Uc3IU0IgKwIQ.png	(from https://medium.com/@BC.Game)
22:42:53	117813/117813	---MCZ	200	added ('OK')	text/html	date:Sun,%2021%20Aug%202022%2017:12:52%20GMT	https://forum.bc.game/forum/5-help-feedback/	C:/Users/Acer/Desktop/Web%20Development/assingment_game/forum.bc.game/forum/5-help-feedback/index.html	(from https://forum.bc.game/)
22:42:53	839/839	---M--	200	added ('OK')	image/png	etag:%2216.3%22	https://miro.medium.com/fit/c/60/60/1*sHhtYhaCe2Uc3IU0IgKwIQ.png	C:/Users/Acer/Desktop/Web%20Development/assingment_game/miro.medium.com/fit/c/60/60/1_sHhtYhaCe2Uc3IU0IgKwIQ.png	(from https://medium.com/@BC.Game)
22:42:53	12464/12464	---MCZ	200	added ('OK')	text/css	date:Sun,%2021%20Aug%202022%2017:12:53%20GMT	https://glyph.medium.com/css/unbound.css	C:/Users/Acer/Desktop/Web%20Development/assingment_game/glyph.medium.com/css/unbound.css	(from https://medium.com/@BC.Game)
22:42:54	23958/23958	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2021%20Aug%202022%2017:12:53%20GMT	https://medium.com/android-app://com.medium.reader/https/medium.com/@BC.Game	C:/Users/Acer/Desktop/Web%20Development/assingment_game/medium.com/android-app_/com.medium.reader/https/medium.com/@BC.e8.delayed	(from https://medium.com/@BC.Game)
22:42:58	142982/142982	---MCZ	200	added ('OK')	text/html	date:Sun,%2021%20Aug%202022%2017:12:54%20GMT	https://forum.bc.game/forum/44-archived/	C:/Users/Acer/Desktop/Web%20Development/assingment_game/forum.bc.game/forum/44-archived/index.html	(from https://forum.bc.game/)
22:42:58	134366/134366	---MCZ	200	added ('OK')	text/html	date:Sun,%2021%20Aug%202022%2017:12:57%20GMT	https://forum.bc.game/forum/60-submit-a-review/	C:/Users/Acer/Desktop/Web%20Development/assingment_game/forum.bc.game/forum/60-submit-a-review/index.html	(from https://forum.bc.game/)
22:42:58	133804/133804	---MCZ	200	added ('OK')	text/html	date:Sun,%2021%20Aug%202022%2017:12:57%20GMT	https://forum.bc.game/forum/86-suggestions-feedback/	C:/Users/Acer/Desktop/Web%20Development/assingment_game/forum.bc.game/forum/86-suggestions-feedback/index.html	(from https://forum.bc.game/)
22:43:00	16455/16455	---MCZ	200	added ('OK')	text/xml	date:Sun,%2021%20Aug%202022%2017:12:58%20GMT	https://medium.com/feed/@BC.Game	C:/Users/Acer/Desktop/Web%20Development/assingment_game/medium.com/feed/@BC.Game	(from https://medium.com/@BC.Game)
22:43:00	53587/53587	---MCZ	200	added ('OK')	text/html	date:Sun,%2021%20Aug%202022%2017:12:58%20GMT	https://forum.bc.game/profile/67105-crooks/	C:/Users/Acer/Desktop/Web%20Development/assingment_game/forum.bc.game/profile/67105-crooks/index.html	(from https://forum.bc.game/)
22:43:03	35266/35266	---MCZ	200	added ('OK')	text/html	date:Sun,%2021%20Aug%202022%2017:13:00%20GMT	https://medium.com/m/signin?operation=register&redirect=https%3A%2F%2Fmedium.com%2Fme%2Fnotifications&source=--------------------------notifications_sidenav-----------	C:/Users/Acer/Desktop/Web%20Development/assingment_game/medium.com/m/signin2b54.html	(from https://medium.com/@BC.Game)
22:43:03	43794/43794	---MCZ	200	added ('OK')	text/html	date:Sun,%2021%20Aug%202022%2017:13:01%20GMT	https://forum.bc.game/forum/48-events-promos/	C:/Users/Acer/Desktop/Web%20Development/assingment_game/forum.bc.game/forum/48-events-promos/index.html	(from https://forum.bc.game/)
22:43:05	35250/35250	---MCZ	200	added ('OK')	text/html	date:Sun,%2021%20Aug%202022%2017:13:03%20GMT	https://medium.com/m/signin?operation=register&redirect=https%3A%2F%2Fmedium.com%2Fme%2Flists&source=--------------------------lists_sidenav-----------	C:/Users/Acer/Desktop/Web%20Development/assingment_game/medium.com/m/signin4304.html	(from https://medium.com/@BC.Game)
22:43:05	48700/48700	---MCZ	200	added ('OK')	text/html	date:Sun,%2021%20Aug%202022%2017:13:04%20GMT	https://forum.bc.game/forum/62-official-promos-events/	C:/Users/Acer/Desktop/Web%20Development/assingment_game/forum.bc.game/forum/62-official-promos-events/index.html	(from https://forum.bc.game/)
22:43:05	133531/133531	---MCZ	200	added ('OK')	text/html	date:Sun,%2021%20Aug%202022%2017:13:03%20GMT	https://forum.bc.game/topic/11022-feedback/	C:/Users/Acer/Desktop/Web%20Development/assingment_game/forum.bc.game/topic/11022-feedback/index.html	(from https://forum.bc.game/)
22:43:08	35263/35263	---MCZ	200	added ('OK')	text/html	date:Sun,%2021%20Aug%202022%2017:13:05%20GMT	https://medium.com/m/signin?operation=register&redirect=https%3A%2F%2Fmedium.com%2Fme%2Fstories%2Fdrafts&source=--------------------------stories_sidenav-----------	C:/Users/Acer/Desktop/Web%20Development/assingment_game/medium.com/m/signinec19.html	(from https://medium.com/@BC.Game)
22:43:08	107607/107607	---MCZ	200	added ('OK')	text/html	date:Sun,%2021%20Aug%202022%2017:13:07%20GMT	https://forum.bc.game/forum/76-archive/	C:/Users/Acer/Desktop/Web%20Development/assingment_game/forum.bc.game/forum/76-archive/index.html	(from https://forum.bc.game/)
22:43:11	35252/35252	---MCZ	200	added ('OK')	text/html	date:Sun,%2021%20Aug%202022%2017:13:08%20GMT	https://medium.com/m/signin?operation=register&redirect=https%3A%2F%2Fmedium.com%2Fnew-story&source=--------------------------new_post_sidenav-----------	C:/Users/Acer/Desktop/Web%20Development/assingment_game/medium.com/m/signine953.html	(from https://medium.com/@BC.Game)
22:43:11	48758/48758	---MCZ	200	added ('OK')	text/html	date:Sun,%2021%20Aug%202022%2017:13:09%20GMT	https://forum.bc.game/profile/74913-dbagr/	C:/Users/Acer/Desktop/Web%20Development/assingment_game/forum.bc.game/profile/74913-dbagr/index.html	(from https://forum.bc.game/)
22:43:12	132463/132463	---MCZ	200	added ('OK')	text/html	date:Sun,%2021%20Aug%202022%2017:13:09%20GMT	https://forum.bc.game/forum/63-user-events-promos/	C:/Users/Acer/Desktop/Web%20Development/assingment_game/forum.bc.game/forum/63-user-events-promos/index.html	(from https://forum.bc.game/)
22:43:12	6816/6816	---M--	200	added ('OK')	image/png	etag:%2216.3%22	https://miro.medium.com/fit/c/96/96/1*uPlFzX1alTA9j1pgM-8k7w.png	C:/Users/Acer/Desktop/Web%20Development/assingment_game/miro.medium.com/fit/c/96/96/1_uPlFzX1alTA9j1pgM-8k7w.png	(from https://medium.com/@BC.Game)
